"Plant_id","Plant_sp","sync_index_het","sync_index_con"
"630","HPIC",0.0896739130434783,0.695652173913044
"631","HPIC",0.15625,0.625
"632","HPIC",0.114583333333333,0.666666666666667
"633","HPIC",0.12797619047619,0.666666666666667
"634","HPIC",0,0.65
"635","HPIC",0.0625,0.8
"636","HPIC",0,0.725
"637","HPIC",0.15625,0.625
"638","HPIC",0.0568181818181818,0.681818181818182
"639","HPIC",0,0.68
"64","UPAR",0.320175438596491,0.845333333333333
"640","HPIC",0.0446428571428571,0.771428571428571
"641","HPIC",0,0.733333333333333
"642","HPIC",0.0325497287522604,0.6
"643","HPIC",0.0455696202531646,0.546666666666667
"644","0",0,0
"645","HPIC",0,0.733333333333333
"646","HPIC",0.108499095840868,0.367619047619048
"647","HPIC",0,0.733333333333333
"648","HPIC",0,0.733333333333333
"649","HPIC",0,0.733333333333333
"65","UPAR",0.262740183792815,0.923809523809524
"650","HPIC",0.105485232067511,0.377777777777778
"651","HPIC",0,0.733333333333333
"652","HPIC",0,0.733333333333333
"653","HPIC",0,0.733333333333333
"654","0",0,0
"655","0",0,0
"656","HPIC",0,0.75
"657","HPIC",0.0357142857142857,0.705555555555555
"658","HPIC",0.046875,0.691666666666667
"659","HPIC",0,0.75
"66","UPAR",0.260162601626016,0.923577235772358
"660","HPIC",0.0465225563909775,0.692105263157895
"661","HPIC",0.0401785714285714,0.7
"662","HPIC",0.0803571428571429,0.65
"663","HPIC",0.0714285714285714,0.661111111111111
"664","HPIC",0.0401785714285714,0.7
"665","HPIC",0,0.15
"666","HPIC",0.0146103896103896,0.731818181818182
"667","HPIC",0,0.75
"668","HPIC",0,0.75
"669","HPIC",0.0567226890756303,0.679411764705882
"67","UPAR",0.429824561403509,0.733333333333333
"670","HPIC",0.0178571428571429,0.727777777777778
"671","HPIC",0,0.35
"672","HPIC",0.0178571428571429,0.727777777777778
"673","HPIC",0.0438311688311688,0.695454545454545
"674","HPIC",0.032967032967033,0.708974358974359
"675","HPIC",0,0.208823529411765
"676","HPIC",0.0150829562594268,0.707692307692308
"677","HPIC",0,0.666666666666667
"678","HPIC",0.0501089324618736,0.666666666666667
"679","HPIC",0.0311942959001783,0.761363636363636
"68","UPAR",0.254385964912281,0.933333333333333
"680","HPIC",0.112745098039216,0.65
"681","HPIC",0,0.65
"682","HPIC",0.0610021786492375,0.688888888888889
"683","HPIC",0.0140056022408964,0.728571428571429
"684","HPIC",0.112745098039216,0.65
"685","HPIC",0.125490196078431,0.62
"686","HPIC",0.00434782608695652,0.5
"687","0",0,0
"688","HPIC",0.0456730769230769,0.788461538461539
"689","HPIC",0.0375,0.77
"69","UPAR",0.257262007477711,0.930054644808743
"690","HPIC",0,0.757142857142857
"691","HPIC",0.03125,0.8
"692","HPIC",0.075,0.8
"7","UPAR",0.118601747815231,0.930253849354973
"70","UPAR",0.326510721247563,0.822222222222222
"71","UPAR",0.277777777777778,0.906666666666667
"72","UPAR",0.316423589093215,0.845381526104418
"73","UPAR",0.254385964912281,0.933333333333333
"74","UPAR",0.271308583072412,0.912936732766761
"75","UPAR",0.254385964912281,0.933333333333333
"76","ROFF",0.370122950167804,0.971592626171049
"77","ROFF",0.375092261397831,0.983387270765911
"78","ROFF",0.263768115942029,0.810305958132045
"79","ROFF",0.319816544549471,0.893304994686504
"8","UPAR",0.111889376675052,0.935353535353535
"80","ROFF",0.328241294524189,0.899558080808081
"81","ROFF",0.237031079703266,0.799265197060788
"82","ROFF",0.373516720604099,0.967206040992449
"83","ROFF",0.364054240404505,0.978748180494905
"84","ROFF",0.378436063420584,0.979946524064171
"85","ROFF",0.303599908863067,0.866048237476809
"86","ROFF",0.302687214865917,0.877026074700493
"87","ROFF",0.338944620035729,0.971105308964317
"88","ROFF",0.304606589940712,0.838432728320369
"89","ROFF",0.277978410593413,0.943757030371204
"9","UPAR",0.316845799517438,0.956028368794326
"90","ROFF",0.29484320318397,0.828596262494568
"91","ROFF",0.289957655006271,0.958581380620646
"92","ROFF",0.354281101235061,0.972722127900396
"93","ROFF",0.296159346656129,0.956468330134357
"94","ROFF",0.339521925907022,0.986261749819234
"95","ROFF",0.230591803445815,0.92576545349509
"96","ROFF",0.326416697002791,0.965756582938964
"97","ROFF",0.260985360555536,0.939343940286781
"98","ROFF",0.309026500084693,0.967510674213087
"99","ROFF",0.331816394179448,0.971117478510029
"X","UPAR",0.34586265253407,0.809466019417476
"Y","SGEN",0.388701540453773,0.94500866980431
"Z","0",0,0
